AAF;IFN-alpha activation factor;AAF$CONS;6
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CCL2_02;3;G002972
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CCL2_08;4;G002972
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CCL4_01;4;G000182
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CCL5_11;5;G001239
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CCND1_01;5;G001154
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CCND1_43;3;G001154
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CD226_01;4;G033192
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CD38_02;5;G010109
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CD38_04;4;G010109
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CHIT1_05;5;G031828
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$COL1A1_11;5;G000198
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CSF2_05;4;G000272
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CSF2_08;3;G000272
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CSF2_11;4;G000272
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CSF2_12;4;G000272
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CSF2_14;4;G000272
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CSF2_16;4;G000272
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CYP19A1_24;5;G000239
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$CYP3A4_10;3;G002572
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$DBH_09;5;G002007
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$DNTT_02;4;G009517
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$DPYD_02;4;G031911
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$DPYD_03;4;G031911
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$DPYD_04;4;G031911
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$EDN1_02;3;G000255
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$ELN_05;4;G000249
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$ELN_06;4;G000249
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$F3_06;3;G031956
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$F3_07;3;G031956
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$FOS_11;2;G000218
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$FOS_36;4;G000218
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$GBA_02;5;G030654
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$GCLC_02;4;G021433
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$GFAP_04;5;G000267
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$GJA1_02;3;G009308
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$GJB2_01;4;G032013
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$GJB2_02;4;G032013
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$GZMB_03;5;G001405
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$HBA1_07;4;G000195
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$HBA1_10;4;G000195
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$HBA1_11;4;G000195
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$HMGA1_01;4;G004779
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$HMGA1_10;3;G004779
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$HPGD_10;4;G046511
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$ICAM1_11;5;G001071
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$ICAM1_14;5;G001071
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$ICAM1_15;5;G001071
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$ICAM1_19;5;G001071
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$IFNG_01;4;G001174
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$IL21R_01;4;G003423
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$IL21_03;4;G003424
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$IL2_12;3;G000312
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$IL2_24;4;G000312
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$IL3_02;4;G000314
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$IL3_12;4;G000314
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$IL6_16;5;G000316
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$IL8_10;5;G000317
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$IL8_11;5;G000317
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$IL8_19;5;G000317
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$IL8_20;4;G000317
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$ITGA5_04;4;G005225
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$ITGAX_03;4;G001048
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$ITGAX_04;4;G001048
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$ITGAX_11;5;G001048
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$IVL_01;3;G009307
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$IVL_02;3;G009307
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$JUN_03;1;G000219
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$JUN_06;1;G000219
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$KRT16_01;3;G009327
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$LAMA3_01;4;G028689
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$LBP_01;5;G019203
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$LOR_04;3;G009326
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MCSFR_04;4;G001083
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MMP12_01;3;G046622
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MMP13_03;5;G042182
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MMP1_03;2;G000229
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MMP1_09;4;G000229
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MMP1_13;5;G000229
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MMP1_19;5;G000229
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MMP1_30;5;G000229
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MMP26_01;4;G048372
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MMP3_02;4;G000389
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MMP9_03;4;G000409
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MMP9_12;5;G000409
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MMP9_13;5;G000409
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MT2A_07;2;G000337
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MT2A_08;2;G000337
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MYC_10;3;G000221
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MYLK_01;4;G010103
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MYLK_02;4;G010103
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MYLK_03;4;G010103
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$MYLK_04;4;G010103
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$NAT1_01;4;G021437
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$NOS2_05;3;G001225
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$NOS2_06;3;G001225
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$NPY_03;5;G000350
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$OXTR_02;4;G003331
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$P53_06;3;G001075
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$PBGD_03;4;G000359
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$PDGFA_10;5;G001103
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$PK_03;2;G000369
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$PLAU_02;4;G000415
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$PLAU_03;4;G000415
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$PL_06;4;G000368
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$PL_15;4;G000368
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$PL_16;3;G000368
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$PL_17;5;G000368
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$PL_25;5;G000368
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$POLA1_01;5;G000242
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$PROCR_08;5;G003666
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$RBP_05;2;G000379
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$SERPINA3_05;5;G018632
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$SERPINB2_04;5;G000358
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$SFTPD_06;3;G004925
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$SLC6A4_05;5;G013671
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$SLC6A4_06;5;G013671
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$SMAD7_02;5;G002306
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$SP3_08;4;G009931
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$SPRR1B_01;4;G009121
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$SPRR1B_02;4;G009121
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$SPRR2A_03;4;G001543
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$SPRR3_01;4;G043986
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$ST8SIA1_02;4;G046820
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TBXA2R_15;4;G003316
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TBXAS1_04;4;G032536
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TCRBL_02;4;G000393
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TFF1_03;3;G000373
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TFF1_05;6;G000373
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TFPI2_02;5;G032655
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TFPI2_03;5;G032655
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TFPI2_04;5;G032655
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TGFB1_04;4;G000396
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TGFB1_05;4;G000396
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TGFB1_14;5;G000396
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TGFBR2_16;4;G003206
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TH_04;3;G002008
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TH_05;3;G002008
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TH_06;3;G002008
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TIMP1_01;1;G001409
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TNFRSF10A_02;4;G009831
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TNFRSF10A_03;4;G009831
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TREX1_01;5;G020055
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$TSG6_02;3;G000407
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$UPK2_03;5;G046925
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$VCAM1_10;5;G001070
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$VEGFA_09;5;G002597
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;HS$VEGFA_51;5;G002597
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;MOUSE$A1ANTR_02;4;G000472
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;MOUSE$CSF2_05;2;G000517
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;MOUSE$FABP4_01;2;G000478
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;MOUSE$IL5_03;2;G000535
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;MOUSE$JUND_06;4;G000545
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;MOUSE$LFER_04;4;G000549
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;MOUSE$MDR1_04;2;G000575
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;MOUSE$MMP13_03;5;G001227
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;MOUSE$SCC_01;4;G000600
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;MOUSE$TIMP1_05;4;G000616
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;MOUSE$TIMP1_06;3;G000616
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;MOUSE$TTR_01;4;G000625
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;MOUSE$TTR_08;4;G000625
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;PA$PY_05;2;G000650
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;PA$PY_21;2;G000650
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;RAT$AGTR1B_04;4;G037212
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;RAT$ALAS1_01;3;G021412
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;RAT$ATP6AP2_01;5;G096447
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;RAT$ATP6AP2_02;5;G096447
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;RAT$ATP6AP2_03;5;G096447
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;RAT$ATP6AP2_04;5;G096447
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;RAT$AVP_01;4;G044081
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;RAT$CCK_01;4;G000722
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;RAT$CCL2_01;4;G000762
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;RAT$GJA1_01;2;G021663
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;RAT$GJA1_02;2;G021663
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;RAT$NPPB_06;5;G001181
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;RAT$PEPCK_20;3;G000782
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;SHEEP$CYP11A1_01;3;G046111
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;SV$SV40_15;2;G000836
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;SV$SV40_18;1;G000836
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;SV$SV40_26;2;G000836
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;SV$SV40_44;2;G000836
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun;VIV$VISNA_03;4;G000846
AP-1;(Jun)2,AP1,Fos/Jun,PEA1 (mouse);AP1$CONS;6
AP-1;(Jun)2,AP1,Fos/Jun,PEA1 (mouse);RAT$INS1_05;4;G000760
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);AP1$CONS;6
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);AS$AP1_09;4
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);AS$AP1_10;5
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);AS$AP1_29;5
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);AS$AP1_30;5
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);CHA$GADD153_03;3;G018154
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);HBV$HBVE_08;5;G000158
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);HS$CPB2_08;5;G019025
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);HS$CPB2_16;5;G019025
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);HS$MMP13_03;5;G042182
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);HS$MMP1_19;4;G000229
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);HS$MMP3_02;1;G000389
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);HS$MMP9_03;5;G000409
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);HS$PL_06;4;G000368
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);HS$SERPINE1_32;3;G000357
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);MOUSE$A1ANTR_02;4;G000472
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);MOUSE$CD44_02;3;G009311
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);MOUSE$COL10A1_03;4;G036834
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);MOUSE$FABP4_01;2;G000478
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);MOUSE$HMOX1_06;5;G005033
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);MOUSE$PHEX_04;4;G052813
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);MOUSE$SCC_01;4;G000600
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);RAT$A2UG_06;4;G000689
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);RAT$BDKRB2_07;4;G002824
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);RAT$DDIT3_02;5;G009610
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);RAT$GCLC_01;4;G021431
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);RAT$GCLC_10;4;G021431
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);RAT$GCLC_16;4;G021431
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);RAT$GCLC_18;5;G021431
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);RAT$GCLC_21;4;G021431
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);RAT$GRIN1_02;3;G001900
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);RAT$GSTP_01;5;G000750
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);RAT$IGF1_26;4;G013891
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);RAT$INS1_05;4;G000760
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);RAT$ME1_03;4;G000765
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);RAT$NPPA_23;4;G000702
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);RAT$PTGS2_02;4;G036723
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);RAT$TGFB1_05;5;G005516
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1 (mouse);RAT$TS_01;4;G000802
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);AP1$CONS;1
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);AS$AP1_05;5
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);AS$AP1_11;5
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);AS$AP1_13;5
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);AS$AP1_15;5
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);AS$AP1_16;5
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);AS$AP1_26;5
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);AS$AP1_30;4
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);AS$AP1_34;3
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);AS$C-JUN_03;3
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);AS$VMAF_02;4
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$ALDOA_01;5;G000189
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$CSF2_12;5;G000272
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$CYP11A1_11;4;G008989
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$CYP11A1_13;4;G008989
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$F3_06;5;G031956
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$FOS_11;4;G000218
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$FOS_48;3;G000218
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$HBA1_07;4;G000195
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$IL2_05;1;G000312
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$IL6_16;3;G000316
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$MMP12_01;4;G046622
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$MMP1_09;5;G000229
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$MMP1_28;4;G000229
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$MT2A_08;2;G000337
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$MYOC_04;4;G032204
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$PBGD_03;4;G000359
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$PTGS2_33;5;G001237
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$TNF_28;3;G000400
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$VEGFA_32;5;G002597
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);HS$VIMEN_01;4;G000416
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);MOUSE$A1ANTR_08;4;G000472
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);MOUSE$A1ANTR_10;4;G000472
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);MOUSE$CDK5_01;1;G006937
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);MOUSE$COL10A1_01;5;G036834
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);MOUSE$EKLF_01;4;G001081
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);MOUSE$FABP4_01;2;G000478
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);MOUSE$GCLM_01;4;G021435
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);MOUSE$GCM1_01;5;G014328
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);MOUSE$GNRHR_02;3;G006912
AP-1;(Jun)2,Activating Protein 1,AP1,Fos/Jun,PEA1,PEA1 (mouse);MOUSE$GRIA2_01;3;G006168
